ID,Intercept,umol.L.sec,Temp.C,Light_Dark
Egala_2_40C,138.4086215,-0.020817716,39.72525281,NA
Egala_2_42C,124.9780692,-0.023229971,41.78533333,NA
Egala_2_44C,109.0535105,-0.023520946,43.74398225,NA
Egala_3_14C,252.5173946,-0.011357276,14.78962821,NA
Egala_3_18C,247.7903314,-0.013878101,17.87679012,NA
Egala_3_22C,232.929409,-0.019498783,21.9887716,NA
Egala_3_26C,208.0217957,-0.02403844,25.91415,NA
Egala_3_28C,199.2865196,-0.028725459,28.08142038,NA
Egala_3_30C,182.9414743,-0.029397709,29.90615823,NA
Egala_3_32C,174.8222672,-0.033739062,32.22278231,NA
Egala_3_34C,164.038603,-0.033012413,34.00230573,NA
Egala_3_36C,155.6857319,-0.025614476,35.78847826,NA
Egala_3_38C,143.4185703,-0.023750409,37.84333544,NA
Egala_3_40C,136.797778,-0.024053342,39.71188202,NA
Egala_3_42C,123.6727171,-0.024240374,41.79439394,NA
Egala_3_44C,108.4405008,-0.024763732,43.62832353,NA
Egala_4_14C,234.1370313,-0.006538537,14.64197436,NA
Egala_4_18C,229.3431207,-0.008780797,17.95793789,NA
Egala_4_22C,214.0240686,-0.011654071,22.10412963,NA
Egala_4_26C,192.1429214,-0.015903085,25.9828125,NA
Egala_4_28C,184.188655,-0.01886093,28.11335443,NA
Egala_4_30C,169.9847705,-0.019199214,29.92318987,NA
Egala_4_32C,161.7644852,-0.021057915,32.27165068,NA
Egala_4_34C,151.6315951,-0.020029326,34.08796815,NA
Egala_4_36C,143.9222831,-0.019030309,35.89780745,NA
Egala_4_38C,133.8544162,-0.017577371,37.89200633,NA
Egala_4_40C,125.313715,-0.016878368,39.78945506,NA
Egala_4_42C,113.6080089,-0.017569337,41.87681098,NA
Egala_4_44C,106.8378717,-0.021797314,43.42961585,NA
Egala_5_14C,254.2989024,-0.009286693,14.73837821,NA
Egala_5_18C,249.067842,-0.012401502,18.00620497,NA
Egala_5_22C,234.0552994,-0.015523686,22.02282716,NA
Egala_5_26C,208.7625079,-0.019428652,25.97705,NA
Egala_5_28C,199.540718,-0.023968073,28.16857595,NA
Egala_5_30C,182.9625437,-0.024375505,29.94799363,NA
Egala_5_32C,173.4595094,-0.02802126,32.23613103,NA
Egala_5_34C,160.112813,-0.02617337,34.14426115,NA
Egala_5_36C,155.4527597,-0.024326491,35.9479375,NA
Egala_5_38C,144.7534039,-0.023813,37.86516981,NA
Egala_5_40C,148.748122,-0.037247763,39.85547458,NA
Egala_5_42C,121.4950011,-0.024008248,41.92611585,NA
Egala_5_44C,114.3601675,-0.010361922,43.62105917,NA
Egala_6_14C,258.8791664,-0.005990601,14.63173077,NA
Egala_6_18C,254.8239605,-0.00779451,18.0640559,NA
Egala_6_22C,239.7181197,-0.011290571,22.10835802,NA
Egala_6_26C,217.1198231,-0.012662468,25.9560375,NA
Egala_6_28C,203.7927869,-0.014925462,28.1825443,NA
Egala_6_30C,194.6131526,-0.017495993,30.00416552,NA
Egala_6_32C,180.3974312,-0.018296069,32.35753103,NA
Egala_6_34C,167.9317825,-0.016158157,34.13131847,NA
Egala_6_36C,159.5853707,-0.018155812,35.93532704,NA
Egala_6_38C,149.2557549,-0.018130561,37.90105031,NA
Egala_6_40C,139.3880151,-0.018386888,39.74803955,NA
Egala_6_42C,125.6922707,-0.01983204,41.85018293,NA
Egala_6_44C,112.8908967,-0.02038449,43.76327059,NA
Egala_8_14C,248.8774575,-0.01074307,14.44365161,NA
Egala_8_18C,244.6961255,-0.013531321,17.89710559,NA
Egala_8_22C,229.2866086,-0.018486714,22.01341358,NA
Egala_8_26C,204.8010132,-0.023501812,25.90425,NA
Egala_8_28C,171.8650378,-0.02394789,27.08465823,NA
Egala_8_30C,178.1492537,-0.028520946,29.87154839,NA
Egala_8_32C,169.7387048,-0.031309484,32.19953147,NA
Egala_8_34C,158.8854895,-0.030198826,33.98272611,NA
Egala_8_36C,152.0113491,-0.027709244,35.77728205,NA
Egala_8_38C,142.9271258,-0.024531377,37.77275625,NA
Egala_8_40C,134.4579679,-0.022114991,39.70253107,NA
Egala_8_42C,122.727557,-0.023578236,41.78481707,NA
Egala_8_44C,108.7064527,-0.024065051,43.53398824,NA
Egala_9_14C,252.1407918,-0.007136829,14.45431613,NA
Egala_9_18C,247.6663545,-0.008476655,18.05405625,NA
Egala_9_22C,233.9274576,-0.012317454,22.1418642,NA
Egala_9_26C,210.6791275,-0.01435968,25.98258491,NA
Egala_9_28C,201.1729885,-0.018455123,28.18884177,NA
Egala_9_30C,187.0829385,-0.019782599,29.95307742,NA
Egala_9_32C,176.1745369,-0.02405842,32.28252817,NA
Egala_9_34C,166.8644668,-0.023397183,34.11876433,NA
Egala_9_36C,157.1527659,-0.023500671,35.90114744,NA
Egala_9_38C,147.3290766,-0.022114351,37.7889375,NA
Egala_9_40C,137.0131477,-0.021455005,39.76538983,NA
Egala_9_42C,123.6178453,-0.024313602,41.85163415,NA
Egala_9_44C,111.5465526,-0.025936644,43.55511176,NA
EgalaBk_1_14C,260.2358628,0.000184454,14.42399363,NA
EgalaBk_1_18C,256.2115506,-0.000819023,17.98312346,NA
EgalaBk_1_22C,241.5186595,-0.002441811,22.12846626,NA
EgalaBk_1_26C,219.9540771,-0.001749404,25.9652625,NA
EgalaBk_1_28C,209.194014,-0.002644052,28.15152229,NA
EgalaBk_1_30C,197.0602262,-0.002487986,29.95555063,NA
EgalaBk_1_32C,185.7128781,-0.003568095,32.18864189,NA
EgalaBk_1_34C,172.9357135,-0.003162591,34.14597452,NA
EgalaBk_1_36C,164.2547812,-0.003741548,35.89950307,NA
EgalaBk_1_38C,153.9205002,-0.003037499,37.94327848,NA
EgalaBk_1_40C,142.2919202,-0.003792913,39.76272472,NA
EgalaBk_1_42C,130.5962447,-0.003081363,41.90696341,NA
EgalaBk_1_44C,120.6687818,-0.003817837,43.74964118,NA
EgalaBk_7_14C,250.5421246,-5.22E-05,14.48153846,NA
EgalaBk_7_18C,244.5848729,-0.001736621,18.10044444,NA
EgalaBk_7_22C,232.5235139,-0.001078496,22.22325309,NA
EgalaBk_7_26C,211.2344404,-0.001702654,26.02671875,NA
EgalaBk_7_28C,199.9222581,-0.002354741,28.22346835,NA
EgalaBk_7_30C,188.2849094,-0.00232458,30.04787097,NA
EgalaBk_7_32C,177.3220381,-0.003126808,32.37492361,NA
EgalaBk_7_34C,166.0538538,-0.002209412,34.23741401,NA
EgalaBk_7_36C,157.2809045,-0.003384278,35.95511465,NA
EgalaBk_7_38C,147.5296477,-0.003190418,37.94140625,NA
EgalaBk_7_40C,136.2967374,-0.002504536,39.78459322,NA
EgalaBk_7_42C,124.8470473,-0.002963923,41.91146341,NA
EgalaBk_7_44C,115.2268307,-0.004333504,43.77000588,NA
Egala2_1_14C,240.2080539,-0.011154952,14.88671154,NA
Egala2_1_18C,242.1884411,-0.015486642,18.17638462,NA
Egala2_1_22C,229.2944223,-0.020515848,22.10807273,NA
Egala2_1_28C,201.1182139,-0.030433079,27.89342515,NA
Egala2_1_30C,185.8754416,-0.036064537,29.72748734,NA
Egala2_1_31C,171.902403,-0.032269212,30.78672455,NA
Egala2_1_32C,163.1070574,-0.035327772,32.24255696,NA
Egala2_1_33C,154.9974509,-0.036213991,33.1468314,NA
Egala2_1_34C,151.5261868,-0.034825036,34.14015287,NA
Egala2_1_36C,139.3090399,-0.031193438,36.29575439,NA
Egala2_1_40C,121.3908444,-0.031090944,39.89878981,NA
Egala2_1_44C,96.69886287,-0.020425956,43.51211392,NA
Egala2_10_14C,252.287007,-0.01139094,14.7199281,NA
Egala2_10_18C,253.0060156,-0.014625285,18.22229605,NA
Egala2_10_22C,235.078273,-0.027511066,23.56933333,NA
Egala2_10_28C,211.2148974,-0.032778863,27.8965241,NA
Egala2_10_30C,192.6538725,-0.03562819,29.69158861,NA
Egala2_10_31C,181.1047719,-0.035612079,30.75778363,NA
Egala2_10_32C,171.3464974,-0.036156246,32.2203481,NA
Egala2_10_33C,161.4297921,-0.039692214,33.09369767,NA
Egala2_10_34C,157.8881743,-0.040307525,34.06373248,NA
Egala2_10_36C,146.317347,-0.032865599,36.233,NA
Egala2_10_40C,129.1372873,-0.033097217,39.90612121,NA
Egala2_10_44C,99.82177373,-0.018948575,43.48567327,NA
Egala2_2_14C,244.4566144,-0.011971535,15.00100641,NA
Egala2_2_18C,246.1111816,-0.015339452,18.21412179,NA
Egala2_2_22C,233.2743512,-0.020520202,22.16559394,NA
Egala2_2_28C,203.0728595,-0.032218273,27.93575904,NA
Egala2_2_30C,187.3230323,-0.034946137,29.75729299,NA
Egala2_2_31C,175.0843651,-0.036189069,30.83807143,NA
Egala2_2_32C,165.1538499,-0.040450777,32.28694304,NA
Egala2_2_33C,156.2810115,-0.039985682,33.19823121,NA
Egala2_2_34C,151.8923097,-0.038910622,34.19273885,NA
Egala2_2_36C,141.96876,-0.029754372,36.34883041,NA
Egala2_2_40C,125.6290438,-0.028735115,39.94538217,NA
Egala2_2_44C,104.0489956,-0.018893812,43.52412025,NA
Egala2_3_14C,240.4382682,-0.012794828,14.77886452,NA
Egala2_3_18C,240.8991545,-0.019204081,18.09969872,NA
Egala2_3_22C,228.0135879,-0.02176232,22.07744242,NA
Egala2_3_28C,199.201267,-0.032779342,27.88911446,NA
Egala2_3_30C,183.0578861,-0.033516804,29.70362025,NA
Egala2_3_31C,171.4674209,-0.035251436,30.76861538,NA
Egala2_3_32C,160.9491297,-0.036729316,32.18276582,NA
Egala2_3_33C,153.7166219,-0.03503415,33.09394767,NA
Egala2_3_34C,151.9142202,-0.034611846,34.11375796,NA
Egala2_3_36C,139.5685953,-0.031094006,36.26679532,NA
Egala2_3_40C,121.4786197,-0.031085607,39.93108861,NA
Egala2_3_44C,97.61729998,-0.020899099,43.54440506,NA
Egala2_4_14C,221.2568184,-0.005549961,14.78146452,NA
Egala2_4_18C,222.3202076,-0.007519118,18.10428387,NA
Egala2_4_22C,210.7669224,-0.010897426,22.22307273,NA
Egala2_4_28C,184.8448116,-0.017226955,27.89060241,NA
Egala2_4_30C,171.7816761,-0.020215348,29.7249557,NA
Egala2_4_31C,161.8433841,-0.019617587,30.76876923,NA
Egala2_4_32C,153.3831747,-0.021385659,32.26717722,NA
Egala2_4_33C,145.747623,-0.019654984,33.11938372,NA
Egala2_4_34C,141.0171653,-0.021416358,34.12322293,NA
Egala2_4_36C,131.029261,-0.020322528,36.29713372,NA
Egala2_4_40C,115.4460834,-0.019317744,39.95781761,NA
Egala2_4_44C,91.63324229,-0.012842797,43.53472327,NA
Egala2_6_14C,242.8111122,-0.012348992,14.71270323,NA
Egala2_6_18C,245.40801,-0.015212916,18.27726452,NA
Egala2_6_22C,231.1097675,-0.021257246,22.15944848,NA
Egala2_6_28C,201.6294286,-0.032250177,27.97532121,NA
Egala2_6_30C,184.8164929,-0.035993799,29.79181013,NA
Egala2_6_31C,174.3727887,-0.038695366,30.85368824,NA
Egala2_6_32C,170.6483124,-0.035511015,32.35888608,NA
Egala2_6_33C,151.8126048,-0.036467709,33.19121512,NA
Egala2_6_34C,158.3107957,-0.012749993,34.28487898,NA
Egala2_6_36C,140.6946576,-0.031362043,36.37575439,NA
Egala2_6_40C,121.6676807,-0.02980669,39.99932919,NA
Egala2_6_44C,100.4720831,-0.019541904,43.69139623,NA
Egala2_8_14C,239.267399,-0.009978217,14.51572078,NA
Egala2_8_18C,237.4338989,-0.011642073,18.24950649,NA
Egala2_8_22C,225.7511247,-0.01665395,22.18532121,NA
Egala2_8_28C,198.0914308,-0.026649685,27.90143636,NA
Egala2_8_30C,181.6164912,-0.028159627,29.70735443,NA
Egala2_8_31C,172.0496274,-0.029536973,30.77283626,NA
Egala2_8_32C,163.8967854,-0.030645561,32.21465823,NA
Egala2_8_33C,153.1856623,-0.028928072,33.10637791,NA
Egala2_8_34C,149.0215047,-0.028244052,34.10686624,NA
Egala2_8_36C,139.2035337,-0.025425498,36.20539766,NA
Egala2_8_40C,121.0498318,-0.024955523,39.92640491,NA
Egala2_8_44C,99.45602435,-0.014964721,43.496725,NA
Egala2_9_14C,237.8549209,-0.010068494,14.77450327,NA
Egala2_9_18C,243.448987,-0.013016082,18.31898052,NA
Egala2_9_22C,231.1692923,-0.017692983,22.24417576,NA
Egala2_9_28C,202.2573121,-0.02827954,27.9272,NA
Egala2_9_30C,185.6171154,-0.032563809,29.75055063,NA
Egala2_9_31C,174.4958436,-0.031678453,30.81118713,NA
Egala2_9_32C,164.7596902,-0.03483066,32.26052532,NA
Egala2_9_33C,152.4578487,-0.034940799,33.11684302,NA
Egala2_9_34C,153.944116,-0.031520935,34.12326115,NA
Egala2_9_36C,156.7939698,-0.001090129,36.28435673,NA
Egala2_9_40C,125.1451705,-0.027348892,40.10862195,NA
Egala2_9_44C,101.5395963,-0.016013884,43.6034125,NA
Egala2Bk_5_14C,247.8073547,-0.000510045,14.14164516,NA
Egala2Bk_5_18C,247.4988258,-0.000864274,18.20304516,NA
Egala2Bk_5_22C,236.4815656,-0.002827058,22.23499394,NA
Egala2Bk_5_28C,209.8344213,-0.002472036,28.05727108,NA
Egala2Bk_5_30C,196.6514253,-0.002492618,29.81796203,NA
Egala2Bk_5_31C,186.8580077,-0.002366126,30.82408284,NA
Egala2Bk_5_32C,178.1274057,-0.002169871,32.28357595,NA
Egala2Bk_5_33C,169.3689664,-0.002372571,33.17222093,NA
Egala2Bk_5_34C,163.0354239,-0.003823235,34.18468153,NA
Egala2Bk_5_36C,153.5018561,-0.004606632,36.34547368,NA
Egala2Bk_5_40C,133.7828122,-0.004594077,40.08215723,NA
Egala2Bk_5_44C,108.1011588,-0.002847876,43.65127044,NA
Egala2Bk_7_14C,238.7335821,-0.000256614,14.24894156,NA
Egala2Bk_7_18C,237.616912,-0.000411392,18.32047097,NA
Egala2Bk_7_22C,227.5653236,-0.001612747,22.33210303,NA
Egala2Bk_7_28C,200.0627574,-0.002322282,28.20879518,NA
Egala2Bk_7_30C,187.8350004,-0.00249706,29.87757595,NA
Egala2Bk_7_31C,178.417168,-0.002229865,30.91923977,NA
Egala2Bk_7_32C,169.8480622,-0.001735668,32.42272152,NA
Egala2Bk_7_33C,161.1880597,-0.002564794,33.26105233,NA
Egala2Bk_7_34C,155.4179091,-0.005208786,34.2504586,NA
Egala2Bk_7_36C,145.777706,-0.004296173,36.47347953,NA
Egala2Bk_7_40C,127.3335149,-0.004753349,40.11284568,NA
Egala2Bk_7_44C,102.8241452,-0.002195409,43.7554717,NA
Fobsc_1_14C,255.2905753,-0.001003845,13.86996154,NA
Fobsc_1_18C,251.9508935,-0.001806862,18.29756111,NA
Fobsc_1_22C,242.6355386,-0.004761043,22.18169643,NA
Fobsc_1_26C,225.4755796,-0.006371087,26.14076301,NA
Fobsc_1_28C,206.7148448,-0.001729175,27.78249451,NA
Fobsc_1_30C,184.512315,-0.003391607,29.94293082,NA
Fobsc_1_32C,174.6454267,-0.002351822,32.24071166,NA
Fobsc_1_34C,162.5805635,-0.003784764,34.17424845,NA
Fobsc_1_36C,153.4456788,-0.003214298,35.77113333,NA
Fobsc_1_38C,140.5581528,-0.003105979,37.87060345,NA
Fobsc_1_40C,122.600253,-0.002071927,40.70499359,NA
Fobsc_1_42C,110.4146689,-0.002866764,41.96467722,NA
Fobsc_10_14C,267.8422231,-0.00153231,14.05408974,NA
Fobsc_10_18C,265.5316986,-0.002001058,18.22846023,NA
Fobsc_10_22C,255.5563859,-0.004308914,22.22927381,NA
Fobsc_10_26C,233.4931098,-0.00523438,26.18427647,NA
Fobsc_10_28C,215.6419359,-0.004261036,27.7719878,NA
Fobsc_10_30C,191.3909818,-0.005925161,29.93793827,NA
Fobsc_10_32C,183.9584159,-0.00485097,32.24366258,NA
Fobsc_10_34C,170.5876522,-0.007368329,34.1591519,NA
Fobsc_10_36C,161.9669606,-0.005351987,35.76536723,NA
Fobsc_10_38C,147.2858991,-0.006395519,37.85919653,NA
Fobsc_10_40C,132.1444136,-0.004474428,40.15342038,NA
Fobsc_10_42C,117.1378932,-0.004673525,41.98478981,NA
Fobsc_2_14C,257.1735064,-0.001565518,14.01778846,NA
Fobsc_2_18C,254.3690121,-0.002558683,18.33155,NA
Fobsc_2_22C,245.0400825,-0.004029888,22.23324405,NA
Fobsc_2_26C,227.3791175,-0.007248111,26.21006358,NA
Fobsc_2_28C,207.1321212,-0.003988663,27.86301111,NA
Fobsc_2_30C,185.0681808,-0.004647685,30.00068125,NA
Fobsc_2_32C,175.7021686,-0.004155139,32.30888344,NA
Fobsc_2_34C,164.3780611,-0.00530612,34.14880625,NA
Fobsc_2_36C,154.3747586,-0.00499679,35.82389888,NA
Fobsc_2_38C,141.1825004,-0.004965719,37.90745402,NA
Fobsc_2_40C,123.4318328,-0.004017098,40.62078344,NA
Fobsc_2_42C,110.4074888,-0.004334303,42.05794304,NA
Fobsc_3_14C,253.5478482,-0.001271015,13.92180769,NA
Fobsc_3_18C,251.0072224,-0.001699708,17.6731676,NA
Fobsc_3_22C,241.10258,-0.002995177,22.15913095,NA
Fobsc_3_26C,222.9514172,-0.008180928,26.13056395,NA
Fobsc_3_28C,204.8546473,-0.002974603,27.74887571,NA
Fobsc_3_30C,183.7973212,-0.003267996,29.9055375,NA
Fobsc_3_32C,174.1418088,-0.003897068,32.18166258,NA
Fobsc_3_34C,162.7820306,-0.00475922,34.16916352,NA
Fobsc_3_36C,153.5269751,-0.00510036,35.74455618,NA
Fobsc_3_38C,139.8968502,-0.00439831,37.8416954,NA
Fobsc_3_40C,123.3478354,-0.003296379,40.29001274,NA
Fobsc_3_42C,110.768566,-0.003330771,41.91603165,NA
Fobsc_6_14C,257.6818163,-0.001713236,13.98020513,NA
Fobsc_6_18C,254.2817855,-0.001652812,18.23329775,NA
Fobsc_6_22C,243.3449893,-0.00380782,22.23134524,NA
Fobsc_6_26C,227.9899084,-0.004866146,26.17892982,NA
Fobsc_6_28C,207.4424032,-0.002821274,27.83427485,NA
Fobsc_6_30C,185.6359133,-0.003769622,29.99507453,NA
Fobsc_6_32C,175.8911171,-0.003430499,32.3053865,NA
Fobsc_6_34C,164.4538594,-0.004079871,34.21004403,NA
Fobsc_6_36C,154.2906997,-0.003992863,35.84045198,NA
Fobsc_6_38C,141.1577507,-0.003610213,37.95594828,NA
Fobsc_6_40C,124.3000826,-0.002518538,40.71253503,NA
Fobsc_6_42C,110.7259942,-0.003112646,42.07307006,NA
Fobsc_7_14C,246.4269601,-0.001519692,14.00085256,NA
Fobsc_7_18C,242.6489706,-0.002028957,18.33426966,NA
Fobsc_7_22C,233.2255595,-0.003719215,22.30075595,NA
Fobsc_7_26C,217.9457514,-0.0054247,26.23204678,NA
Fobsc_7_28C,197.6671638,-0.002752432,27.87519527,NA
Fobsc_7_30C,176.7699272,-0.003090988,30.03981481,NA
Fobsc_7_32C,167.11827,-0.003793714,32.34047239,NA
Fobsc_7_34C,156.4957879,-0.004185045,34.20437975,NA
Fobsc_7_36C,146.4327177,-0.004515148,35.89191525,NA
Fobsc_7_38C,134.7293367,-0.003738883,37.95872414,NA
Fobsc_7_40C,117.0451892,-0.002937503,40.67792308,NA
Fobsc_7_42C,104.785446,-0.003464266,42.09610191,NA
Fobsc_8_14C,249.139206,-0.001491656,13.97983333,NA
Fobsc_8_18C,246.16705,-0.001864279,18.21731073,NA
Fobsc_8_22C,237.4355472,-0.003126884,22.15466272,NA
Fobsc_8_26C,220.925781,-0.005150726,26.13642941,NA
Fobsc_8_28C,200.5652026,-0.002806345,27.74247904,NA
Fobsc_8_30C,179.9782514,-0.003633451,29.91065217,NA
Fobsc_8_32C,170.3844577,-0.003637645,32.24249693,NA
Fobsc_8_34C,159.4751229,-0.004254902,34.1173481,NA
Fobsc_8_36C,150.1234948,-0.003530489,35.76972316,NA
Fobsc_8_38C,137.0305528,-0.003904678,37.8476092,NA
Fobsc_8_40C,120.7802772,-0.002891778,40.54532051,NA
Fobsc_8_42C,107.6485645,-0.003282021,41.93773885,NA
Fobsc_9_14C,254.442893,-0.00140303,14.06746795,NA
Fobsc_9_18C,251.9433249,-0.001805959,18.24997175,NA
Fobsc_9_22C,241.1755793,-0.006346019,22.25338095,NA
Fobsc_9_26C,220.8135893,-0.003683759,26.20492353,NA
Fobsc_9_28C,205.5418746,-0.004285465,27.77476506,NA
Fobsc_9_30C,183.9443227,-0.004734736,29.954,NA
Fobsc_9_32C,175.2974358,-0.004696804,32.27380982,NA
Fobsc_9_34C,163.7683569,-0.00534812,34.19386076,NA
Fobsc_9_36C,154.4003714,-0.005163048,35.80511864,NA
Fobsc_9_38C,140.9948356,-0.005083538,37.90076301,NA
Fobsc_9_40C,123.8406471,-0.004240937,40.34410256,NA
Fobsc_9_42C,111.8456485,-0.003646816,42.01520382,NA
FobscBk_4_14C,232.837903,-0.001026586,13.94094231,NA
FobscBk_4_18C,229.3764709,-0.00107131,18.21568156,NA
FobscBk_4_22C,221.1729888,-0.002922335,22.29090278,NA
FobscBk_4_26C,204.7592513,-0.003678136,26.15022472,NA
FobscBk_4_28C,187.4178255,-0.001476795,27.77776,NA
FobscBk_4_30C,168.6137392,-0.001976481,29.9336125,NA
FobscBk_4_32C,159.0002317,-0.001996357,32.24877914,NA
FobscBk_4_34C,148.7578194,-0.002525786,34.17769811,NA
FobscBk_4_36C,140.0761932,-0.00241242,35.78986517,NA
FobscBk_4_38C,127.9957903,-0.002505829,37.89260345,NA
FobscBk_4_40C,114.2913545,-0.002314942,40.34368153,NA
FobscBk_4_42C,100.5792412,-0.002342415,41.97505096,NA
FobscBk_5_14C,255.7698221,-0.000892453,14.18001923,NA
FobscBk_5_18C,253.0500214,-0.000930143,18.27945251,NA
FobscBk_5_22C,241.6749916,-0.003242526,22.30572619,NA
FobscBk_5_26C,226.5419658,-0.002938745,26.20962209,NA
FobscBk_5_28C,207.8604282,-0.001942329,27.82548555,NA
FobscBk_5_30C,186.814821,-0.001662917,29.9917764,NA
FobscBk_5_32C,175.3200207,-0.001895061,32.33147853,NA
FobscBk_5_34C,164.2704045,-0.002571738,34.16805031,NA
FobscBk_5_36C,154.0608547,-0.002508273,35.926,NA
FobscBk_5_38C,141.2488723,-0.00248719,37.92774138,NA
FobscBk_5_40C,128.4729256,-0.002321533,40.27186624,NA
FobscBk_5_42C,111.6360799,-0.002791663,41.98270701,NA
Ggrap_1_14C,242.021411,-0.01100889,14.50193452,NA
Ggrap_1_18C,241.8901302,-0.014688533,18.28823684,NA
Ggrap_1_22C,210.3959972,-0.020279332,22.24120253,NA
Ggrap_1_24C,212.7206011,-0.030404498,24.03328313,NA
Ggrap_1_26C,203.7431215,-0.035745169,26.16646703,NA
Ggrap_1_27C,195.1326402,-0.038266716,27.13200641,NA
Ggrap_1_28C,184.7290155,-0.02546123,28.09211875,NA
Ggrap_1_29C,185.3902853,-0.027885927,29.08292941,NA
Ggrap_1_30C,178.7227576,-0.034548591,29.96862805,NA
Ggrap_1_32C,155.0293691,-0.033762455,31.9415414,NA
Ggrap_1_34C,145.9413455,-0.037570885,34.0546,NA
Ggrap_1_36C,147.3416896,-0.039927805,35.95774375,NA
Ggrap_1_38C,123.6010221,-0.009247328,37.9306859,NA
Ggrap_10_14C,228.2877743,-0.031496531,14.5650241,NA
Ggrap_10_18C,235.7640991,-0.041504891,18.22865969,NA
Ggrap_10_22C,189.6952483,-0.054472982,22.30014557,NA
Ggrap_10_24C,197.3816564,-0.061907313,23.99221084,NA
Ggrap_10_26C,193.0115807,-0.059028397,26.12007222,NA
Ggrap_10_27C,186.7002067,-0.071920002,27.10508917,NA
Ggrap_10_28C,172.3956668,-0.07170724,28.053875,NA
Ggrap_10_29C,169.67179,-0.064103805,28.92938323,NA
Ggrap_10_30C,161.6444405,-0.058445382,29.9339816,NA
Ggrap_10_32C,141.5876513,-0.055738995,31.89328049,NA
Ggrap_10_34C,133.9974437,-0.052288044,34.01101724,NA
Ggrap_10_36C,164.5067109,-0.008243002,36.0006087,NA
Ggrap_10_38C,153.5463733,-0.010743202,37.90956774,NA
Ggrap_2_14C,237.7063499,-0.013670365,14.40633939,NA
Ggrap_2_18C,240.6284128,-0.018392344,18.26183246,NA
Ggrap_2_22C,215.6624412,-0.027264293,22.20967089,NA
Ggrap_2_24C,214.1240188,-0.028183769,24.0581988,NA
Ggrap_2_26C,203.3469608,-0.035678644,26.2122967,NA
Ggrap_2_27C,184.8282095,-0.036501876,27.18032692,NA
Ggrap_2_28C,173.7962152,-0.036050836,28.14481761,NA
Ggrap_2_29C,186.2072901,-0.038346465,29.10817647,NA
Ggrap_2_30C,174.6823949,-0.038283477,30.00668712,NA
Ggrap_2_32C,163.7544743,-0.042497609,31.93771338,NA
Ggrap_2_34C,146.837891,-0.049417662,34.06656322,NA
Ggrap_2_36C,145.0969435,-0.051785328,35.99539375,NA
Ggrap_2_38C,137.3286393,-0.052289616,37.92210256,NA
Ggrap_3_14C,239.336202,-0.010891844,14.39082424,NA
Ggrap_3_18C,243.3604529,-0.013373011,18.22251832,NA
Ggrap_3_22C,217.3131362,-0.015349531,22.20768987,NA
Ggrap_3_24C,212.7731477,-0.01725324,24.00622289,NA
Ggrap_3_26C,202.3838015,-0.021996265,26.13561878,NA
Ggrap_3_27C,193.5652949,-0.023517753,27.14219872,NA
Ggrap_3_28C,186.6036016,-0.02463701,28.06734591,NA
Ggrap_3_29C,183.2414432,-0.024141614,29.03718824,NA
Ggrap_3_30C,181.1027098,-0.024270094,29.92350307,NA
Ggrap_3_32C,165.8145048,-0.02771145,31.90673248,NA
Ggrap_3_34C,156.7029614,-0.036081231,33.97586207,NA
Ggrap_3_36C,150.0000655,-0.036896542,35.9302,NA
Ggrap_3_38C,129.6564285,-0.007690098,37.82985806,NA
Ggrap_4_14C,224.7816849,-0.004652937,14.28384242,NA
Ggrap_4_18C,225.1468687,-0.006815046,18.24409424,NA
Ggrap_4_22C,208.0525895,-0.009627338,22.35579747,NA
Ggrap_4_24C,198.4613501,-0.010740065,24.03203614,NA
Ggrap_4_26C,188.9685678,-0.011920305,26.2119337,NA
Ggrap_4_27C,182.4720543,-0.013072235,27.13267949,NA
Ggrap_4_28C,174.8918383,-0.013433197,28.08144025,NA
Ggrap_4_29C,171.2518697,-0.013767139,29.06345562,NA
Ggrap_4_30C,168.1877839,-0.014240572,29.95117683,NA
Ggrap_4_32C,156.2432325,-0.013803095,31.93775641,NA
Ggrap_4_34C,148.5601414,-0.014886337,34.01408621,NA
Ggrap_4_36C,141.9351327,-0.005571006,35.9781125,NA
Ggrap_4_38C,137.1905407,-0.005826126,37.8800129,NA
Ggrap_6_14C,243.0777436,-0.012524958,14.40231515,NA
Ggrap_6_18C,245.7048534,-0.012593754,20.0283625,NA
Ggrap_6_22C,220.6443175,-0.022994121,22.36074051,NA
Ggrap_6_24C,218.3006982,-0.0388098,24.03638554,NA
Ggrap_6_26C,202.7070494,-0.042491471,26.13754696,NA
Ggrap_6_27C,196.8250592,-0.042250571,27.13543312,NA
Ggrap_6_28C,186.7802401,-0.046948738,28.10469811,NA
Ggrap_6_29C,181.5603518,-0.038067981,29.09117262,NA
Ggrap_6_30C,177.740682,-0.040723844,29.98330488,NA
Ggrap_6_32C,149.1979266,-0.045136843,31.97344586,NA
Ggrap_6_34C,144.3709726,-0.047824416,34.08306322,NA
Ggrap_6_36C,142.2618982,-0.049793406,36.0349875,NA
Ggrap_6_38C,151.7044093,-0.005677428,37.97699359,NA
Ggrap_7_14C,235.3958633,-0.008432233,14.42464242,NA
Ggrap_7_18C,235.3617301,-0.010680399,18.32017801,NA
Ggrap_7_22C,213.8873725,-0.015761273,22.43291139,NA
Ggrap_7_24C,208.0322051,-0.016400364,24.11638554,NA
Ggrap_7_26C,197.0111085,-0.017672048,26.27522652,NA
